ADM3_EN,ADM3_PCODE,ADM2_EN,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM_ID,UPDATED,PERIMETER,AREA,LONGITUDE,LATITUDE
Bagac,PH030802000,Bataan,PH030800000,Region III,PH030000000,30802000,12/31/19,84403.235,189035548.9,120.415,14.589
City of Balanga,PH030803000,Bataan,PH030800000,Region III,PH030000000,30803000,12/31/19,60705.102,89585138.7,120.486,14.668
Dinalupihan,PH030804000,Bataan,PH030800000,Region III,PH030000000,30804000,12/31/19,60027.704,75509778.36,120.427,14.877
Hermosa,PH030805000,Bataan,PH030800000,Region III,PH030000000,30805000,12/31/19,85833.436,148952869.6,120.427,14.817
Limay,PH030806000,Bataan,PH030800000,Region III,PH030000000,30806000,12/31/19,46091.979,60700078.64,120.563,14.538
Mariveles,PH030807000,Bataan,PH030800000,Region III,PH030000000,30807000,12/31/19,112145.917,194316173.4,120.507,14.475
Morong,PH030808000,Bataan,PH030800000,Region III,PH030000000,30808000,12/31/19,68096.485,173599199.5,120.329,14.705
Orani,PH030809000,Bataan,PH030800000,Region III,PH030000000,30809000,12/31/19,66737.599,53659535.74,120.486,14.79
Orion,PH030810000,Bataan,PH030800000,Region III,PH030000000,30810000,12/31/19,61470.41,89639812.4,120.533,14.59
Pilar,PH030811000,Bataan,PH030800000,Region III,PH030000000,30811000,12/31/19,47871.028,45553261.45,120.519,14.63
Samal,PH030812000,Bataan,PH030800000,Region III,PH030000000,30812000,12/31/19,52214.209,47513228.94,120.49,14.76
Angat,PH031401000,Bulacan,PH031400000,Region III,PH030000000,31401000,12/31/19,61514.158,49408288.97,121.009,14.93
Balagtas,PH031402000,Bulacan,PH031400000,Region III,PH030000000,31402000,12/31/19,31853.959,21480627.32,120.909,14.828
Baliuag,PH031403000,Bulacan,PH031400000,Region III,PH030000000,31403000,12/31/19,44162.86,45759894.44,120.883,14.961
Bocaue,PH031404000,Bulacan,PH031400000,Region III,PH030000000,31404000,12/31/19,32845.575,26352510.88,120.933,14.799
Bulacan,PH031405000,Bulacan,PH031400000,Region III,PH030000000,31405000,12/31/19,51295.157,72337120,120.871,14.768
Bustos,PH031406000,Bulacan,PH031400000,Region III,PH030000000,31406000,12/31/19,34187.769,39865031.24,120.929,14.931
Calumpit,PH031407000,Bulacan,PH031400000,Region III,PH030000000,31407000,12/31/19,35602.289,46800522.04,120.764,14.902
Guiguinto,PH031408000,Bulacan,PH031400000,Region III,PH030000000,31408000,12/31/19,27388.152,22317503.54,120.88,14.844
Hagonoy,PH031409000,Bulacan,PH031400000,Region III,PH030000000,31409000,12/31/19,59716.555,83394398.38,120.734,14.817
City of Malolos,PH031410000,Bulacan,PH031400000,Region III,PH030000000,31410000,12/31/19,67558.998,70837917.51,120.824,14.833
Marilao,PH031411000,Bulacan,PH031400000,Region III,PH030000000,31411000,12/31/19,44274.146,28342958.84,120.971,14.773
City of Meycauayan,PH031412000,Bulacan,PH031400000,Region III,PH030000000,31412000,12/31/19,52094.565,31782648.18,120.968,14.752
Norzagaray,PH031413000,Bulacan,PH031400000,Region III,PH030000000,31413000,12/31/19,129310.619,297380261.7,121.182,14.878
Obando,PH031414000,Bulacan,PH031400000,Region III,PH030000000,31414000,12/31/19,27628.779,16207582.19,120.92,14.72
Pandi,PH031415000,Bulacan,PH031400000,Region III,PH030000000,31415000,12/31/19,44553.66,50417722.14,120.949,14.881
Paombong,PH031416000,Bulacan,PH031400000,Region III,PH030000000,31416000,12/31/19,44492.77,45285031.32,120.784,14.81
Plaridel,PH031417000,Bulacan,PH031400000,Region III,PH030000000,31417000,12/31/19,39777.922,35742365.25,120.868,14.888
Pulilan,PH031418000,Bulacan,PH031400000,Region III,PH030000000,31418000,12/31/19,36870.066,42644453.57,120.838,14.922
San Ildefonso,PH031419000,Bulacan,PH031400000,Region III,PH030000000,31419000,12/31/19,79682.102,166575824.3,120.998,15.062
City of San Jose del Monte,PH031420000,Bulacan,PH031400000,Region III,PH030000000,31420000,12/31/19,65862.525,107856802.6,121.084,14.816
San Miguel,PH031421000,Bulacan,PH031400000,Region III,PH030000000,31421000,12/31/19,92210.548,231940397.7,121.011,15.18
San Rafael,PH031422000,Bulacan,PH031400000,Region III,PH030000000,31422000,12/31/19,75074.978,101656354.8,120.967,14.993
Santa Maria,PH031423000,Bulacan,PH031400000,Region III,PH030000000,31423000,12/31/19,44728.988,79118494.11,120.989,14.839
Doña Remedios Trinidad,PH031424000,Bulacan,PH031400000,Region III,PH030000000,31424000,12/31/19,156738.368,991445624.9,121.195,15.07
Aliaga,PH034901000,Nueva Ecija,PH034900000,Region III,PH030000000,34901000,12/31/19,50053.28,95257090.45,120.865,15.506
Bongabon,PH034902000,Nueva Ecija,PH034900000,Region III,PH030000000,34902000,12/31/19,76216.856,215560846.2,121.228,15.658
Cabanatuan City,PH034903000,Nueva Ecija,PH034900000,Region III,PH030000000,34903000,12/31/19,82224.297,189230820.1,120.99,15.492
Cabiao,PH034904000,Nueva Ecija,PH034900000,Region III,PH030000000,34904000,12/31/19,74042,112274112.6,120.845,15.235
Carranglan,PH034905000,Nueva Ecija,PH034900000,Region III,PH030000000,34905000,12/31/19,116246.975,734486021.6,121.029,16.015
Cuyapo,PH034906000,Nueva Ecija,PH034900000,Region III,PH030000000,34906000,12/31/19,63964.78,178354941.5,120.705,15.786
Gabaldon,PH034907000,Nueva Ecija,PH034900000,Region III,PH030000000,34907000,12/31/19,82460.245,367504888.7,121.286,15.498
City of Gapan,PH034908000,Nueva Ecija,PH034900000,Region III,PH030000000,34908000,12/31/19,81255.674,172158540,121.007,15.285
General Mamerto Natividad,PH034909000,Nueva Ecija,PH034900000,Region III,PH030000000,34909000,12/31/19,66189.931,108398318.6,121.054,15.591
General Tinio,PH034910000,Nueva Ecija,PH034900000,Region III,PH030000000,34910000,12/31/19,126317.804,563155996.7,121.212,15.327
Guimba,PH034911000,Nueva Ecija,PH034900000,Region III,PH030000000,34911000,12/31/19,96046.441,215353145.3,120.759,15.656
Jaen,PH034912000,Nueva Ecija,PH034900000,Region III,PH030000000,34912000,12/31/19,56556.111,98096178.24,120.875,15.381
Laur,PH034913000,Nueva Ecija,PH034900000,Region III,PH030000000,34913000,12/31/19,64703.915,156252656.8,121.182,15.541
Licab,PH034914000,Nueva Ecija,PH034900000,Region III,PH030000000,34914000,12/31/19,43553.689,64457374.18,120.769,15.532
Llanera,PH034915000,Nueva Ecija,PH034900000,Region III,PH030000000,34915000,12/31/19,70697.116,100108914,121.012,15.671
Lupao,PH034916000,Nueva Ecija,PH034900000,Region III,PH030000000,34916000,12/31/19,49440.844,116751871.6,120.907,15.854
Science City of Muñoz,PH034917000,Nueva Ecija,PH034900000,Region III,PH030000000,34917000,12/31/19,74517.811,129444635.2,120.897,15.733
Nampicuan,PH034918000,Nueva Ecija,PH034900000,Region III,PH030000000,34918000,12/31/19,31901.518,46537214.83,120.664,15.717
Palayan City,PH034919000,Nueva Ecija,PH034900000,Region III,PH030000000,34919000,12/31/19,94341.178,131225934.8,121.11,15.493
Pantabangan,PH034920000,Nueva Ecija,PH034900000,Region III,PH030000000,34920000,12/31/19,274644.686,419728247.9,121.156,15.823
Peñaranda,PH034921000,Nueva Ecija,PH034900000,Region III,PH030000000,34921000,12/31/19,59381.126,63082403.63,121.024,15.376
Quezon,PH034922000,Nueva Ecija,PH034900000,Region III,PH030000000,34922000,12/31/19,43036.845,64106730.94,120.829,15.567
Rizal,PH034923000,Nueva Ecija,PH034900000,Region III,PH030000000,34923000,12/31/19,68321.243,134462843.9,121.113,15.686
San Antonio,PH034924000,Nueva Ecija,PH034900000,Region III,PH030000000,34924000,12/31/19,80480.9,181267238,120.805,15.328
San Isidro,PH034925000,Nueva Ecija,PH034900000,Region III,PH030000000,34925000,12/31/19,41696.754,47788322.93,120.91,15.271
San Jose City,PH034926000,Nueva Ecija,PH034900000,Region III,PH030000000,34926000,12/31/19,85644.675,191947111.8,121,15.786
San Leonardo,PH034927000,Nueva Ecija,PH034900000,Region III,PH030000000,34927000,12/31/19,41836.843,50775630.21,120.948,15.36
Santa Rosa,PH034928000,Nueva Ecija,PH034900000,Region III,PH030000000,34928000,12/31/19,88812.983,107124731,120.967,15.432
Santo Domingo,PH034929000,Nueva Ecija,PH034900000,Region III,PH030000000,34929000,12/31/19,66282.648,86183884.52,120.879,15.622
Talavera,PH034930000,Nueva Ecija,PH034900000,Region III,PH030000000,34930000,12/31/19,87589.827,131765739.9,120.939,15.621
Talugtug,PH034931000,Nueva Ecija,PH034900000,Region III,PH030000000,34931000,12/31/19,51629.325,106891701.9,120.81,15.763
Zaragoza,PH034932000,Nueva Ecija,PH034900000,Region III,PH030000000,34932000,12/31/19,49170.535,77461573.33,120.792,15.445
Angeles City,PH035401000,Pampanga,PH035400000,Region III,PH030000000,35401000,12/31/19,66421.126,121028986.9,120.55,15.165
Apalit,PH035402000,Pampanga,PH035400000,Region III,PH030000000,35402000,12/31/19,44123.027,57591773.69,120.787,14.958
Arayat,PH035403000,Pampanga,PH035400000,Region III,PH030000000,35403000,12/31/19,73236.847,187125410.1,120.764,15.18
Bacolor,PH035404000,Pampanga,PH035400000,Region III,PH030000000,35404000,12/31/19,61023.686,83567430.54,120.629,15.037
Candaba,PH035405000,Pampanga,PH035400000,Region III,PH030000000,35405000,12/31/19,100765.978,208011352.6,120.874,15.104
Floridablanca,PH035406000,Pampanga,PH035400000,Region III,PH030000000,35406000,12/31/19,67544.481,134868413.5,120.487,14.978
Guagua,PH035407000,Pampanga,PH035400000,Region III,PH030000000,35407000,12/31/19,47345.305,44840606.44,120.597,14.986
Lubao,PH035408000,Pampanga,PH035400000,Region III,PH030000000,35408000,12/31/19,76192.926,165018100.7,120.561,14.899
Mabalacat City,PH035409000,Pampanga,PH035400000,Region III,PH030000000,35409000,12/31/19,72045.234,97548027.66,120.555,15.217
Macabebe,PH035410000,Pampanga,PH035400000,Region III,PH030000000,35410000,12/31/19,104867.095,90241059.49,120.667,14.871
Magalang,PH035411000,Pampanga,PH035400000,Region III,PH030000000,35411000,12/31/19,51597.749,96915978.57,120.675,15.234
Masantol,PH035412000,Pampanga,PH035400000,Region III,PH030000000,35412000,12/31/19,47423.785,67602675.37,120.684,14.848
Mexico,PH035413000,Pampanga,PH035400000,Region III,PH030000000,35413000,12/31/19,67609.6,124369613.9,120.697,15.102
Minalin,PH035414000,Pampanga,PH035400000,Region III,PH030000000,35414000,12/31/19,53551.46,52019103.02,120.693,14.96
Porac,PH035415000,Pampanga,PH035400000,Region III,PH030000000,35415000,12/31/19,97077.718,297129934.8,120.473,15.099
City of San Fernando,PH035416000,Pampanga,PH035400000,Region III,PH030000000,35416000,12/31/19,49576.951,70108451.75,120.658,15.068
San Luis,PH035417000,Pampanga,PH035400000,Region III,PH030000000,35417000,12/31/19,54586.179,48062745.01,120.813,15.034
San Simon,PH035418000,Pampanga,PH035400000,Region III,PH030000000,35418000,12/31/19,45556.818,55149421.63,120.79,15.002
Santa Ana,PH035419000,Pampanga,PH035400000,Region III,PH030000000,35419000,12/31/19,34149.077,37449344.81,120.757,15.106
Santa Rita,PH035420000,Pampanga,PH035400000,Region III,PH030000000,35420000,12/31/19,23603.489,21643192.64,120.595,15.017
Santo Tomas,PH035421000,Pampanga,PH035400000,Region III,PH030000000,35421000,12/31/19,21175.013,13860845.61,120.715,15
Sasmuan,PH035422000,Pampanga,PH035400000,Region III,PH030000000,35422000,12/31/19,53519.772,40085791.12,120.62,14.885
Anao,PH036901000,Tarlac,PH036900000,Region III,PH030000000,36901000,12/31/19,25468.456,25438203.6,120.615,15.735
Bamban,PH036902000,Tarlac,PH036900000,Region III,PH030000000,36902000,12/31/19,84724.049,207478392.5,120.467,15.245
Camiling,PH036903000,Tarlac,PH036900000,Region III,PH030000000,36903000,12/31/19,62676.258,131391744.8,120.411,15.683
Capas,PH036904000,Tarlac,PH036900000,Region III,PH030000000,36904000,12/31/19,100173.716,446478349.3,120.44,15.334
Concepcion,PH036905000,Tarlac,PH036900000,Region III,PH030000000,36905000,12/31/19,67835.757,213098095.1,120.669,15.336
Gerona,PH036906000,Tarlac,PH036900000,Region III,PH030000000,36906000,12/31/19,54826.678,122348832.8,120.565,15.595
La Paz,PH036907000,Tarlac,PH036900000,Region III,PH030000000,36907000,12/31/19,63727.178,115702711.2,120.716,15.446
Mayantoc,PH036908000,Tarlac,PH036900000,Region III,PH030000000,36908000,12/31/19,76391.593,240089674.8,120.31,15.559
Moncada,PH036909000,Tarlac,PH036900000,Region III,PH030000000,36909000,12/31/19,49418.675,101741054.5,120.547,15.735
Paniqui,PH036910000,Tarlac,PH036900000,Region III,PH030000000,36910000,12/31/19,51785.855,106643929.7,120.543,15.664
Pura,PH036911000,Tarlac,PH036900000,Region III,PH030000000,36911000,12/31/19,28055.624,32119531.21,120.648,15.622
Ramos,PH036912000,Tarlac,PH036900000,Region III,PH030000000,36912000,12/31/19,23974.585,25736527.65,120.63,15.674
San Clemente,PH036913000,Tarlac,PH036900000,Region III,PH030000000,36913000,12/31/19,61450.408,71275052.59,120.329,15.666
San Manuel,PH036914000,Tarlac,PH036900000,Region III,PH030000000,36914000,12/31/19,25763.976,32678553.12,120.599,15.815
Santa Ignacia,PH036915000,Tarlac,PH036900000,Region III,PH030000000,36915000,12/31/19,57757.867,131458827.8,120.448,15.581
City of Tarlac,PH036916000,Tarlac,PH036900000,Region III,PH030000000,36916000,12/31/19,80872.311,262472616.3,120.596,15.481
Victoria,PH036917000,Tarlac,PH036900000,Region III,PH030000000,36917000,12/31/19,54435.698,109663569,120.687,15.572
San Jose,PH036918000,Tarlac,PH036900000,Region III,PH030000000,36918000,12/31/19,117673.297,595830134.9,120.334,15.437
Botolan,PH037101000,Zambales,PH037100000,Region III,PH030000000,37101000,12/31/19,127152.805,668139005.5,120.193,15.238
Cabangan,PH037102000,Zambales,PH037100000,Region III,PH030000000,37102000,12/31/19,61931.802,205858523.9,120.115,15.161
Candelaria,PH037103000,Zambales,PH037100000,Region III,PH030000000,37103000,12/31/19,104762.684,423947978.2,120.085,15.631
Castillejos,PH037104000,Zambales,PH037100000,Region III,PH030000000,37104000,12/31/19,59403.785,104082630.4,120.205,14.928
Iba,PH037105000,Zambales,PH037100000,Region III,PH030000000,37105000,12/31/19,70271.698,140348375.7,120.037,15.368
Masinloc,PH037106000,Zambales,PH037100000,Region III,PH030000000,37106000,12/31/19,128894.014,248402937.9,120.054,15.538
Olongapo City,PH037107000,Zambales,PH037100000,Region III,PH030000000,37107000,12/31/19,107081.798,141090453.2,120.306,14.827
Palauig,PH037108000,Zambales,PH037100000,Region III,PH030000000,37108000,12/31/19,103943.278,308691804.4,120.05,15.447
San Antonio,PH037109000,Zambales,PH037100000,Region III,PH030000000,37109000,12/31/19,111368.751,167261335.5,120.106,14.879
San Felipe,PH037110000,Zambales,PH037100000,Region III,PH030000000,37110000,12/31/19,56637.373,114367059.3,120.118,15.074
San Marcelino,PH037111000,Zambales,PH037100000,Region III,PH030000000,37111000,12/31/19,96201.681,426113624.4,120.296,15.02
San Narciso,PH037112000,Zambales,PH037100000,Region III,PH030000000,37112000,12/31/19,40368.727,72869008.12,120.118,15.01
Santa Cruz,PH037113000,Zambales,PH037100000,Region III,PH030000000,37113000,12/31/19,141363.101,459550109.7,120.034,15.759
Subic,PH037114000,Zambales,PH037100000,Region III,PH030000000,37114000,12/31/19,137069.549,247500065.5,120.272,14.877
Baler,PH037701000,Aurora,PH037700000,Region III,PH030000000,37701000,12/31/19,73630.044,99595875.27,121.571,15.745
Casiguran,PH037702000,Aurora,PH037700000,Region III,PH030000000,37702000,12/31/19,221694.36,420115040.4,122.056,16.241
Dilasag,PH037703000,Aurora,PH037700000,Region III,PH030000000,37703000,12/31/19,121702.223,495480133.5,122.097,16.4
Dinalungan,PH037704000,Aurora,PH037700000,Region III,PH030000000,37704000,12/31/19,90839.244,326339610.4,121.88,16.186
Dingalan,PH037705000,Aurora,PH037700000,Region III,PH030000000,37705000,12/31/19,173749.363,354367706,121.376,15.269
Dipaculao,PH037706000,Aurora,PH037700000,Region III,PH030000000,37706000,12/31/19,131781.82,400659341.4,121.621,15.997
Maria Aurora,PH037707000,Aurora,PH037700000,Region III,PH030000000,37707000,12/31/19,82348.989,335535776.5,121.403,15.773
San Luis,PH037708000,Aurora,PH037700000,Region III,PH030000000,37708000,12/31/19,141128.284,598346085.8,121.455,15.612
Agoncillo,PH041001000,Batangas,PH041000000,Region IV-A,PH040000000,41001000,12/31/19,36033.277,48786081.61,120.927,13.968
Alitagtag,PH041002000,Batangas,PH041000000,Region IV-A,PH040000000,41002000,12/31/19,24770.541,25472183.18,121.014,13.866
Balayan,PH041003000,Batangas,PH041000000,Region IV-A,PH040000000,41003000,12/31/19,67771.066,93001059.51,120.732,13.966
Balete,PH041004000,Batangas,PH041000000,Region IV-A,PH040000000,41004000,12/31/19,36754.74,24603040.93,121.102,14.012
Batangas City,PH041005000,Batangas,PH041000000,Region IV-A,PH040000000,41005000,12/31/19,122295.302,274369916.8,121.103,13.71
Bauan,PH041006000,Batangas,PH041000000,Region IV-A,PH040000000,41006000,12/31/19,49496.353,52988346.96,120.97,13.801
Calaca,PH041007000,Batangas,PH041000000,Region IV-A,PH040000000,41007000,12/31/19,53227.454,114860455.3,120.823,13.977
Calatagan,PH041008000,Batangas,PH041000000,Region IV-A,PH040000000,41008000,12/31/19,89472.708,106243568.4,120.658,13.864
Cuenca,PH041009000,Batangas,PH041000000,Region IV-A,PH040000000,41009000,12/31/19,26941.919,30266745.21,121.053,13.906
Ibaan,PH041010000,Batangas,PH041000000,Region IV-A,PH040000000,41010000,12/31/19,41888.82,70319694.91,121.14,13.819
Laurel,PH041011000,Batangas,PH041000000,Region IV-A,PH040000000,41011000,12/31/19,46157.928,73979524.75,120.906,14.051
Lemery,PH041012000,Batangas,PH041000000,Region IV-A,PH040000000,41012000,12/31/19,48662.423,72111756.13,120.884,13.955
Lian,PH041013000,Batangas,PH041000000,Region IV-A,PH040000000,41013000,12/31/19,58958.244,83409731.06,120.649,13.993
Lipa City,PH041014000,Batangas,PH041000000,Region IV-A,PH040000000,41014000,12/31/19,85400.503,191281850.9,121.171,13.94
Lobo,PH041015000,Batangas,PH041000000,Region IV-A,PH040000000,41015000,12/31/19,79125.794,192038027,121.263,13.666
Mabini,PH041016000,Batangas,PH041000000,Region IV-A,PH040000000,41016000,12/31/19,36262.435,39724051.44,120.913,13.73
Malvar,PH041017000,Batangas,PH041000000,Region IV-A,PH040000000,41017000,12/31/19,33407.012,34404404.68,121.149,14.033
Mataasnakahoy,PH041018000,Batangas,PH041000000,Region IV-A,PH040000000,41018000,12/31/19,21463.666,19331382.53,121.103,13.976
Nasugbu,PH041019000,Batangas,PH041000000,Region IV-A,PH040000000,41019000,12/31/19,185736.245,266340396.7,120.688,14.119
Padre Garcia,PH041020000,Batangas,PH041000000,Region IV-A,PH040000000,41020000,12/31/19,37125.819,39280409.8,121.24,13.874
Rosario,PH041021000,Batangas,PH041000000,Region IV-A,PH040000000,41021000,12/31/19,94089.783,199024269.4,121.27,13.805
San Jose,PH041022000,Batangas,PH041000000,Region IV-A,PH040000000,41022000,12/31/19,36891.88,58235700.1,121.09,13.878
San Juan,PH041023000,Batangas,PH041000000,Region IV-A,PH040000000,41023000,12/31/19,83922.944,237564218.3,121.39,13.758
San Luis,PH041024000,Batangas,PH041000000,Region IV-A,PH040000000,41024000,12/31/19,31779.768,37696489.87,120.944,13.835
San Nicolas,PH041025000,Batangas,PH041000000,Region IV-A,PH040000000,41025000,12/31/19,31778.174,21327893.21,120.971,13.962
